SizeRank,City,State,2000-01-31,2000-02-29,2000-03-31,2000-04-30,2000-05-31,2000-06-30,2000-07-31,2000-08-31,2000-09-30,2000-10-31,2000-11-30,2000-12-31,2001-01-31,2001-02-28,2001-03-31,2001-04-30,2001-05-31,2001-06-30,2001-07-31,2001-08-31,2001-09-30,2001-10-31,2001-11-30,2001-12-31,2002-01-31,2002-02-28,2002-03-31,2002-04-30,2002-05-31,2002-06-30,2002-07-31,2002-08-31,2002-09-30,2002-10-31,2002-11-30,2002-12-31,2003-01-31,2003-02-28,2003-03-31,2003-04-30,2003-05-31,2003-06-30,2003-07-31,2003-08-31,2003-09-30,2003-10-31,2003-11-30,2003-12-31,2004-01-31,2004-02-29,2004-03-31,2004-04-30,2004-05-31,2004-06-30,2004-07-31,2004-08-31,2004-09-30,2004-10-31,2004-11-30,2004-12-31,2005-01-31,2005-02-28,2005-03-31,2005-04-30,2005-05-31,2005-06-30,2005-07-31,2005-08-31,2005-09-30,2005-10-31,2005-11-30,2005-12-31,2006-01-31,2006-02-28,2006-03-31,2006-04-30,2006-05-31,2006-06-30,2006-07-31,2006-08-31,2006-09-30,2006-10-31,2006-11-30,2006-12-31,2007-01-31,2007-02-28,2007-03-31,2007-04-30,2007-05-31,2007-06-30,2007-07-31,2007-08-31,2007-09-30,2007-10-31,2007-11-30,2007-12-31,2008-01-31,2008-02-29,2008-03-31,2008-04-30,2008-05-31,2008-06-30,2008-07-31,2008-08-31,2008-09-30,2008-10-31,2008-11-30,2008-12-31,2009-01-31,2009-02-28,2009-03-31,2009-04-30,2009-05-31,2009-06-30,2009-07-31,2009-08-31,2009-09-30,2009-10-31,2009-11-30,2009-12-31,2010-01-31,2010-02-28,2010-03-31,2010-04-30,2010-05-31,2010-06-30,2010-07-31,2010-08-31,2010-09-30,2010-10-31,2010-11-30,2010-12-31,2011-01-31,2011-02-28,2011-03-31,2011-04-30,2011-05-31,2011-06-30,2011-07-31,2011-08-31,2011-09-30,2011-10-31,2011-11-30,2011-12-31,2012-01-31,2012-02-29,2012-03-31,2012-04-30,2012-05-31,2012-06-30,2012-07-31,2012-08-31,2012-09-30,2012-10-31,2012-11-30,2012-12-31,2013-01-31,2013-02-28,2013-03-31,2013-04-30,2013-05-31,2013-06-30,2013-07-31,2013-08-31,2013-09-30,2013-10-31,2013-11-30,2013-12-31,2014-01-31,2014-02-28,2014-03-31,2014-04-30,2014-05-31,2014-06-30,2014-07-31,2014-08-31,2014-09-30,2014-10-31,2014-11-30,2014-12-31,2015-01-31,2015-02-28,2015-03-31,2015-04-30,2015-05-31,2015-06-30,2015-07-31,2015-08-31,2015-09-30,2015-10-31,2015-11-30,2015-12-31,2016-01-31,2016-02-29,2016-03-31,2016-04-30,2016-05-31,2016-06-30,2016-07-31,2016-08-31,2016-09-30,2016-10-31,2016-11-30,2016-12-31,2017-01-31,2017-02-28,2017-03-31,2017-04-30,2017-05-31,2017-06-30,2017-07-31,2017-08-31,2017-09-30,2017-10-31,2017-11-30,2017-12-31,2018-01-31,2018-02-28,2018-03-31,2018-04-30,2018-05-31,2018-06-30,2018-07-31,2018-08-31,2018-09-30,2018-10-31,2018-11-30,2018-12-31,2019-01-31,2019-02-28,2019-03-31,2019-04-30,2019-05-31,2019-06-30,2019-07-31,2019-08-31,2019-09-30,2019-10-31,2019-11-30,2019-12-31,2020-01-31,2020-02-29,2020-03-31,2020-04-30,2020-05-31,2020-06-30,2020-07-31,2020-08-31,2020-09-30,2020-10-31,2020-11-30,2020-12-31,2021-01-31,2021-02-28,2021-03-31,2021-04-30,2021-05-31,2021-06-30,2021-07-31,2021-08-31,2021-09-30,2021-10-31,2021-11-30,2021-12-31,2022-01-31,2022-02-28,2022-03-31,2022-04-30,2022-05-31,2022-06-30,2022-07-31,2022-08-31,2022-09-30,2022-10-31,2022-11-30,2022-12-31,2023-01-31
10,Austin,TX,181010,181717,182383,183371,184062,184250,184371,185158,186042,187260,187982,188529,188636,188559,188967,189811,190617,191120,191336,191617,191689,191682,191641,191414,191295,190798,190608,190394,190252,189919,189475,189279,189408,189458,189415,189029,188751,188687,188979,189317,189467,189393,189571,189787,189898,189685,189456,189326,189305,189698,190375,191204,191751,192144,192612,193343,194409,195309,195987,196368,196560,196662,196803,197253,197851,198630,199453,200120,200720,201009,201391,201791,202258,202525,202470,202511,202769,203411,204287,205359,206615,207591,208399,209066,209830,210402,210901,211645,212619,213658,214641,215617,216594,217542,218478,219279,219659,219666,219870,220287,220816,220719,220428,219806,219207,218279,216664,215090,213799,213120,212367,211606,211109,210917,210712,210426,209945,209567,209737,210032,209893,209635,209584,209989,210582,210852,210544,209587,208420,207317,206180,205161,204461,203806,203420,203428,203482,203384,202964,203014,203139,203065,202763,202520,202802,203274,204158,205242,206429,207824,209432,211158,212980,214771,216773,218736,220901,223218,225578,228008,230473,233551,236772,239970,242906,245592,248010,250162,252381,254811,257380,260224,263307,266367,269393,271949,274284,276244,278580,281199,284308,287521,290663,293165,295357,297292,299360,301427,303670,305932,308286,310511,312918,315297,317312,319212,320889,322685,323939,324550,324912,325690,327412,329615,331714,333486,335094,336948,338243,339038,339249,339554,340083,341065,342375,344036,345550,346771,348024,348874,349940,350824,351992,352966,353932,355094,356622,358242,359362,360206,361043,362173,363511,364811,366189,367785,369711,372123,374855,377887,381474,385522,389944,393801,396014,396997,398278,401662,407487,414465,422326,430486,439462,449172,460146,473417,488617,503461,513893,518594,518948,518991,521112,526024,535136,547199,562946,578562,592053,599748,600198,595188,587057,579506,572409,564802,557909
11,San Jose,CA,336305,337899,340340,347179,354682,363439,371068,380152,389350,398748,408395,417330,426198,434337,442767,450338,456146,458639,459269,458978,458325,456039,451576,446440,441696,439981,440537,442940,446128,449312,452710,454596,455730,456764,458824,460081,461285,462751,463919,464467,462984,461901,460896,460929,462482,464083,466588,470401,475979,481350,485888,491354,497947,505307,511905,518165,523913,530568,539089,549407,559762,569603,580774,590547,600170,606713,614985,622076,629524,634716,638759,644052,649496,654450,653800,652989,652925,654784,655980,653945,654464,654551,656276,658824,660086,661726,662662,663620,663453,660504,658154,656406,654559,650523,645694,639384,632002,621386,609567,599856,591232,581296,569365,557477,544624,533081,518066,508531,495253,488111,476780,470173,463891,461515,459745,456741,454163,454286,459572,463388,468025,469986,477853,481405,483347,478901,473381,469945,468745,468088,465023,460253,457467,453833,451676,448933,444802,444084,442930,443880,439178,433583,432112,431449,432045,432415,436513,443172,449045,455325,463752,475486,489102,503212,516909,529981,541289,549470,554275,557572,561518,567458,575892,584824,593816,601760,609596,617191,623730,628245,630520,631791,632749,633696,636465,641375,649286,658410,668989,679439,689033,697196,702876,706204,709055,712856,719696,728702,740689,752514,762334,770617,778752,787351,792157,793121,791009,788349,782374,773450,763207,756615,753730,754454,760517,771177,784375,795416,804289,812828,817802,820284,822313,828408,835423,844833,859583,882167,906811,931463,953812,970767,982789,991045,998894,1004318,1005748,1003283,994965,982663,969107,956896,947399,938194,932281,928785,929632,930757,932258,934411,938991,946238,954534,958668,955627,947282,941291,943085,953969,970012,989898,1009151,1024443,1035541,1045206,1058924,1075716,1093303,1107796,1117018,1123019,1129196,1139419,1155597,1183707,1220308,1261013,1292298,1310985,1313362,1304866,1289642,1273667,1261398,1255960,1252929,1242406
12,Jacksonville,FL,85808,85974,86155,86552,86992,87496,88019,88506,88919,89281,89714,90195,90697,91208,91744,92342,92902,93456,94057,94648,95255,95806,96445,97089,97722,98327,98929,99546,100192,100856,101560,102260,102928,103516,104090,104734,105490,106260,106966,107695,108427,109220,110051,110959,111909,112784,113708,114518,115329,116016,116911,118031,119331,120680,122018,123466,124913,126137,127306,128602,130089,131497,132852,134416,136144,138078,140068,142189,144461,146692,148754,150659,152755,154915,157133,159304,161662,163864,165918,167604,168675,169300,169505,169596,169408,169071,168975,168944,169062,168818,168558,168074,167425,166381,165243,164000,162674,161685,160724,159515,157909,156157,154400,152232,149964,147829,145951,144115,143000,141538,140021,137427,135005,132880,131797,131075,130259,128859,127735,126814,125517,124099,122783,122197,121958,121780,120836,119091,117189,115835,114521,112907,110856,109166,107493,106118,104374,102682,101136,99856,98721,97476,96528,95971,95844,95777,95625,95616,95642,95767,95624,95368,95283,95631,96332,97386,98308,99169,99899,100996,102474,104055,105596,107108,108477,109856,110869,112051,113070,114291,115143,116074,116865,117514,117891,118161,118593,119062,119538,120213,120509,120674,120744,121335,122316,123305,124457,125723,127185,128650,129791,130936,131827,132830,133797,135279,136834,138270,139366,140601,142053,143793,145243,146400,146972,147625,148420,149533,150694,152068,153493,155094,156581,158255,159614,160825,161653,162557,163609,164905,166332,167744,169264,170735,172180,173506,174881,176229,177640,179079,180447,181215,181699,182099,182750,183360,183806,184382,185182,186277,187733,189430,191095,192176,192570,192616,192846,193650,195320,197536,200338,203126,206347,209873,213860,217752,221811,226340,230564,234022,236617,239630,243380,247467,253101,260078,268186,275719,281717,286763,290274,292462,293548,294280,294707,293648,291858
13,Charlotte,NC,137618,137765,137990,138433,138950,139417,139847,140298,140763,141237,141634,141989,142302,142595,142909,143244,143565,143839,144029,144312,144616,144944,145148,145251,145328,145436,145586,145775,145838,145891,145887,145948,146041,146132,146218,146282,146312,146357,146369,146348,146372,146419,146507,146617,146701,146850,146930,147059,147158,147296,147424,147613,147836,148180,148464,148681,148821,148949,149120,149208,149374,149599,149882,150102,150285,150619,151046,151542,151993,152499,152963,153410,153747,154058,154322,154825,155521,156445,157379,158294,159052,159640,160155,160744,161277,161510,161919,162713,163901,164999,166018,166896,167598,167829,167906,167719,167816,168012,168294,168085,167588,166855,166055,165362,164763,164280,163211,161461,159053,157495,156826,156589,155906,154991,154133,153083,152066,151357,151273,151233,151291,150768,150004,149391,149025,148430,147238,145976,144706,143511,142099,140976,139939,139075,138110,137053,135812,134743,133764,132974,132083,131142,130105,129752,129522,129744,129892,130476,131123,131753,132287,132750,133162,133623,134127,134630,135110,135663,136443,137524,139090,140876,142696,144263,145579,146874,148097,149325,150524,151683,152655,153384,154052,154660,155148,155546,155903,156339,157076,158153,159465,160572,161533,162254,163084,163828,164792,165925,167256,168793,170364,171976,173615,175161,176528,177854,179184,180708,182091,183456,184873,186383,187989,189675,191429,193122,194810,196524,198086,199539,200921,202477,204046,205721,207569,209533,211575,213576,215594,217178,218525,219486,220560,221680,223015,224455,226113,227653,229133,230199,231129,231837,232600,233295,234240,235362,236767,238321,240053,241719,243324,244880,246572,248014,248855,249542,250796,253160,256456,260390,264831,269448,274097,278769,283604,288612,294083,300191,306499,312251,317406,322308,327792,333527,340047,346848,354301,361772,368856,375041,378844,379847,378211,376224,374151,371669,368844
14,San Francisco,CA,388521,390500,393215,399073,405951,413544,421566,429946,438312,446866,455956,465785,475593,484908,492096,498212,502367,505840,507766,509254,510298,509580,506861,501673,497786,495465,495807,496777,499589,503940,509848,516558,521973,526299,528551,530635,532008,536076,540794,546209,547738,547794,548271,549682,552232,554702,558488,563076,570005,577926,585846,593690,603171,613010,621650,627554,636044,646956,658227,667602,674142,682782,691013,701283,711664,721253,728543,732998,738813,745519,750668,753614,753382,749117,745546,744532,749010,752922,753333,752166,749828,746672,744053,741904,740776,740987,744873,752436,759162,762972,763392,763885,763947,763955,764751,761849,757764,748116,742947,737843,736645,730633,721916,712731,704540,699519,694317,690218,685546,679017,671488,661400,651937,645220,642317,637527,629321,623812,621345,626877,631740,639117,640885,641782,639274,637154,632657,632270,632067,631375,626994,620034,614099,608747,605891,603052,598823,592558,589367,587819,587325,585317,583254,582769,582434,584585,589432,597636,607357,618102,629124,641025,653101,665355,678419,690693,702320,711469,720509,730950,744561,760300,773286,781849,788537,796364,804309,810361,816204,824330,835185,849123,862440,874820,882376,889023,896854,907606,920004,932986,947648,963514,978289,991731,1005711,1020886,1033994,1046247,1058879,1073850,1086010,1094366,1102717,1113022,1120777,1123015,1118568,1112766,1102146,1092481,1084030,1083466,1087239,1094119,1100622,1107158,1113762,1120279,1126930,1135176,1143040,1149369,1156870,1167009,1181683,1195789,1211040,1222356,1232883,1241905,1254875,1266743,1271166,1270132,1268396,1270497,1272077,1270159,1266106,1258784,1251853,1248174,1247429,1251276,1257955,1267124,1275230,1280974,1287042,1293215,1299629,1304513,1311771,1317688,1316665,1306446,1297534,1298034,1305207,1311092,1314434,1316425,1317004,1316334,1317681,1322838,1333961,1347423,1364224,1376870,1385515,1391193,1400619,1409834,1418850,1431094,1447666,1461817,1466333,1458105,1438211,1407858,1373480,1344030,1320302,1300246,1287792
15,Indianapolis,IN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80413,80502,80436,80652,80954,81406,81539,81555,81560,81696,81880,82107,82315,82530,82607,82886,83230,83718,84254,85106,86148,87097,87739,88203,88566,88859,89030,89372,89759,90237,90347,90293,90134,90151,90231,90438,90621,90865,91014,91345,91717,92222,92414,92492,92407,92429,92329,92226,92097,91876,91466,91158,91375,91889,92164,91998,91658,91443,91540,91854,92003,91935,91500,91176,90630,89820,88999,88116,87750,87557,87861,88288,88811,89163,89500,89499,89790,90217,90711,91235,91650,92120,92373,92443,91913,90953,89436,88306,87178,86591,86189,86011,85834,85488,84666,83665,82943,82904,83272,83391,83060,82452,81661,81379,81449,82056,82710,83503,84294,84923,85272,85372,85116,84710,84388,84231,84282,84510,85058,85859,86631,87452,88075,88629,88812,88878,88960,89378,90121,91369,92814,94120,95280,96191,96951,97326,97632,97918,98274,98615,99041,99538,100057,100434,100739,101237,101735,102254,102529,103080,103621,104318,104735,105243,105731,106493,107324,108262,109303,110288,111287,112218,112995,113697,114324,115145,115961,116778,117769,118856,120020,121136,122373,123448,124326,124976,125901,126986,128232,129327,130375,131392,132544,133676,134949,136018,137006,137690,138425,139032,139671,140167,140673,141209,141876,142914,144211,145648,147288,148979,150684,151902,152594,152884,153293,154121,155754,157951,160757,163557,166404,169513,173089,176575,179702,182551,185066,186895,188167,189755,191917,194307,197450,201522,205931,209661,212210,214262,215128,215115,214409,214031,214050,214057,214432
16,Fort Worth,TX,104775,104857,104872,105004,105202,105446,105648,105914,106165,106466,106750,107078,107164,106993,106502,106050,105732,105819,106044,106467,106617,106611,106439,106390,106496,106667,107012,107469,108020,108670,109302,109895,110271,110607,110941,111313,111693,111938,112189,112399,112556,112752,113005,113449,113988,114523,114854,114886,115155,115850,117412,119148,120657,121634,122145,122730,123415,124005,124162,124227,124621,125252,125765,126212,126636,126868,126986,127242,127543,127566,127520,127374,127456,127576,127845,128097,128527,129033,129611,129990,130251,130788,131258,131831,131824,131590,131109,130912,130969,131241,131518,131780,132193,132750,133055,133237,132248,131037,129390,128441,127558,127116,126831,126398,125538,124490,123897,123357,122901,122471,122378,122546,122853,123011,123014,122761,122471,122307,122334,122513,122516,122477,122334,122459,122643,122779,122502,121902,121173,120363,119708,119076,118666,117775,117161,116400,115966,115241,114740,114465,114472,114545,114495,114355,114121,114087,114048,114112,114274,114731,115427,115982,116471,117003,117587,118125,118616,119289,120090,120958,121979,123088,124130,124997,125731,126606,127527,128522,129496,130551,131610,132556,133379,134143,135053,135898,136719,137393,138338,139410,140712,142085,143491,144766,146041,147263,148629,149979,151477,152954,154433,156026,157640,159344,160704,162075,163192,164275,165235,166364,167742,169306,170917,172618,174270,175942,177566,179227,180751,182177,183491,184828,186338,188023,189889,191754,193592,195493,197382,199021,200447,201617,202852,203837,204725,205445,206217,207147,208282,209488,210500,211236,211792,212368,212890,213498,214196,215091,216173,217363,218671,219916,221082,221929,222283,222516,223148,224526,226705,229369,232582,235841,239143,242229,245231,248210,251493,255086,258487,261331,263886,266853,270691,274927,280434,286878,294034,300808,306706,311792,314847,315630,314754,313307,311599,308864,305751
17,Tucson,AZ,107113,107274,107440,107729,108105,108563,109092,109613,110121,110683,111166,111615,111987,112374,112721,113104,113549,114141,114812,115535,116248,116997,117636,118233,118694,119185,119685,120264,120966,121758,122601,123382,124083,124920,125744,126597,127239,127920,128541,129274,130077,131077,132245,133463,134572,135513,136140,136716,137278,138156,139076,140192,141565,143389,145227,147001,148848,150841,152774,154556,156337,158465,161139,165040,170237,176186,182878,188470,193353,196948,199885,202168,202568,203619,205857,208528,210865,211884,212552,213224,213282,212542,211853,210994,210920,210267,210322,210735,210749,210166,209342,208408,206580,204843,202571,201449,200097,197773,194563,191127,189185,187076,184930,181948,179387,176910,174971,172895,171311,170128,168416,166260,163817,161668,159695,157761,156130,155019,154114,153710,152602,151369,150408,150235,149846,148804,147186,145954,144686,143006,141022,139469,138845,137749,136108,133730,131556,129391,127059,125065,123244,121983,120979,120125,119649,119924,121145,123021,124956,126893,128626,130155,131828,133323,134813,136009,136977,137719,138497,139655,141135,142826,144471,146152,147592,148877,149805,150481,150607,150615,150685,151359,152382,153289,154194,154878,155525,155783,155992,156093,156097,156104,156271,156816,157531,158210,158804,159367,160149,160868,161643,162251,163078,163858,164519,164954,165157,165380,165775,166550,167685,168826,170075,171277,173330,175369,176958,177432,177324,177606,178075,178855,179615,180385,181236,182105,182820,183546,184194,184899,185697,186644,188004,189398,190899,192278,193558,194578,195405,196511,197715,198992,200105,201298,202714,204113,205526,206878,208288,209671,211109,212179,213165,213930,214683,215485,216878,219154,222462,226157,230461,234730,238936,242706,246734,251160,256251,261721,267492,272720,277282,281105,284736,288003,291203,295010,299608,304922,310368,315675,319364,320492,319305,317663,315905,313988,312128
18,Columbus,OH,91886,91915,92014,92239,92528,92825,93178,93633,94126,94580,94975,95320,95424,95413,95555,95961,96507,96910,97286,97700,98152,98661,99103,99448,99611,99757,99926,100219,100531,100892,101263,101633,102004,102385,102833,103303,103745,104112,104432,104747,105075,105446,105896,106387,106911,107376,107722,107951,108105,108271,108301,108437,108690,109147,109589,109985,110417,110802,111208,111534,111869,112228,112610,112941,113134,113325,113550,113814,114101,114341,114619,114875,115000,115041,114931,115048,115261,115628,115906,116046,116068,115992,115894,115589,115328,115030,114831,114654,114467,114338,114129,113929,113726,113577,113402,113147,112535,111822,111274,110985,110938,110951,110904,110679,110252,109807,109254,108683,108111,107492,106795,106107,105578,105083,104574,104040,103674,103476,103313,103053,102978,103086,103420,103439,103363,103085,102655,102031,101161,100334,99441,98689,98075,97450,96749,95936,95124,94252,93424,92686,92109,91442,90808,90002,89117,88424,88284,88543,88914,89157,89199,88874,88328,87784,87396,87080,87094,87270,87782,88542,89654,90957,92085,93111,93931,94774,95290,95620,95864,96291,97036,97948,98956,99761,100388,100794,101031,101050,101195,101554,102178,102854,103708,104630,105485,106056,106603,107306,108087,108857,109550,110406,111407,112492,113381,114250,115010,115994,116846,117778,118633,119602,120656,121725,122790,123861,125089,126340,127498,128502,129470,130460,131382,132414,133480,134719,135778,136771,137878,139150,140475,141425,142359,143338,144472,145510,146634,147859,149017,150069,151095,152219,153447,154658,155851,156799,157592,158511,159806,161518,163435,165165,166746,168325,169412,170008,170306,171239,173154,175750,178889,181917,184851,187821,191078,194253,197183,199829,201778,202533,202398,202237,202889,204136,207120,211672,217197,222115,226053,229349,231431,232194,231791,231149,230499,229810,230026
19,Louisville,KY,99921,100032,100154,100448,100771,101100,101480,101913,102395,102797,103250,103736,104475,105390,106445,107402,108291,109190,110065,110770,111302,111749,112174,112549,112773,112936,113079,113299,113534,113805,114177,114590,115034,115391,115703,115945,116133,116346,116597,116923,117272,117588,117855,118057,118277,118506,118687,118788,118760,118771,118655,118442,118274,118281,118503,118619,118683,118771,118974,119256,119618,120048,120730,121548,122424,123146,123793,124414,125006,125533,126010,126452,126761,127014,127206,127470,127675,127861,128006,128180,128367,128623,128902,129169,129327,129430,129483,129513,129508,129495,129501,129517,129556,129586,129607,129626,129565,129466,129067,128682,128325,128212,128057,127903,127663,127277,126716,126043,126111,126481,127155,127294,127225,127095,126976,127006,127010,127093,127196,127389,127497,127349,127240,127243,127318,127073,126639,126243,125976,125726,125175,124577,123915,123421,122899,122339,121759,121101,120488,119995,119664,119303,119119,118949,118733,118528,118691,119221,119848,120258,120532,120317,119970,119847,120233,121011,121553,121845,121883,122000,122503,123285,124246,125117,125817,126570,127207,127904,128098,128079,127961,128314,129041,129847,130580,131027,131315,131537,131953,132510,132762,132788,132683,133000,133564,134274,135021,135883,136583,137322,137854,138495,138823,139225,139449,139857,140294,140969,141561,142200,143047,144274,145589,146744,147477,148076,148577,149393,150297,151361,152520,153572,154576,154555,153664,152311,152045,153363,155507,157517,158931,159991,161192,162321,163353,164105,165014,165959,167260,168768,170401,171764,172738,173621,174175,174545,174649,175213,176190,177505,178803,179768,180452,181005,181373,181900,182541,183819,185650,187989,190641,193329,195478,197318,198955,200582,202389,204462,206330,207422,207663,208104,209069,210530,212396,214408,216660,218874,221084,223155,224431,224845,224328,224147,224438,224906,225963
20,Orlando,FL,107451,107717,108105,108800,109546,110244,110873,111516,112300,113244,114203,115060,115738,116293,116840,117558,118501,119457,120326,121135,121940,122843,123753,124599,125347,126008,126727,127505,128334,129246,130121,131097,132025,133067,134058,134975,135749,136468,137319,138358,139486,140612,141646,142646,143515,144474,145603,146896,148122,149271,150436,151865,153463,155311,157194,159455,161610,163897,165890,168016,170329,173082,176236,180022,184436,189690,195256,200515,205122,209144,213513,218374,223256,228035,232626,237594,242207,246362,249430,251257,251818,252469,252681,252739,251235,250455,249564,249458,248758,247386,245314,242612,239916,236663,233351,229456,226303,221753,217154,211768,206708,201811,197004,192422,188425,184345,179376,173316,166493,160475,156153,152723,150225,146956,144404,141819,139459,136988,135459,134618,133224,131856,130682,130149,129446,128472,127544,126255,124730,123568,122301,120997,119516,118252,116800,115205,113788,112793,112164,112069,112254,112367,112161,112070,112550,113069,113316,113220,113364,114060,114992,116058,117415,118999,120721,122502,124371,126128,127788,129558,131723,134024,136184,138510,141027,143756,146016,148078,150175,152462,154374,155918,157201,158458,159466,160274,161110,161821,162771,163834,165293,166646,167680,168558,169432,170352,171229,172249,173632,175325,176929,178488,180107,181913,183373,184855,186256,188097,189561,191039,192571,194218,195749,197103,198586,200174,201810,203557,205236,207150,208842,210540,212031,213722,215359,217026,218706,220557,222501,224401,226149,227610,228945,230215,231480,232737,234033,235436,236968,238770,240369,241400,241994,242491,243044,243414,243741,244290,245361,246930,248860,250746,252545,253935,254651,255009,255609,257030,259068,261485,264387,267283,270297,273326,276685,280356,284606,289813,294526,298499,301360,304924,309377,314714,321438,328933,336828,344014,350204,355657,359482,361642,362076,361805,361136,359757,357876
21,Seattle,WA,258561,259804,261096,263695,266593,269250,272135,274460,276502,278013,279540,281390,283636,285919,287972,289440,290426,291324,292270,293463,294399,295415,296258,297555,298399,299399,300449,302005,303543,304650,305576,306696,307864,309067,310288,311085,312531,313676,315538,316921,318803,320458,321970,323710,325682,327734,329164,330886,333164,335956,338422,341189,344686,349045,353237,356955,360372,363337,366188,369261,372902,376148,380402,385153,390258,395518,401493,408822,415384,421044,426055,430878,434670,439439,444506,450579,455932,460774,465379,469375,472950,476560,479185,480574,481296,482638,486225,491174,495503,497894,498830,501166,503291,503376,501135,499262,498634,497323,494719,489384,483143,477120,472743,467299,461812,456270,452422,446064,441469,437192,435056,429855,424277,418852,415522,413523,412701,412656,413317,414962,413761,411920,408584,409071,410469,411290,409944,406565,403484,399305,395611,392263,389699,388368,386349,384886,380907,377764,374463,372678,370746,368967,367903,366704,365865,363834,360835,357278,355000,354963,356556,359042,362209,365888,370402,375787,382389,388784,394294,398573,402262,405593,408049,410032,412242,415050,417927,421235,424866,429143,432968,436329,439456,441979,444058,445426,447076,448975,451781,456044,462080,469122,475615,481011,486522,491882,497596,503052,509318,516531,524070,532452,542059,552216,561487,568771,574348,578403,580907,582661,583697,586088,589703,595938,603228,611320,619210,626548,632973,639379,645549,651495,657163,662872,669289,677320,687169,698214,709958,720113,728679,732034,733918,733099,731116,727254,722807,718403,713233,708813,706596,706149,705735,704999,703463,702236,700781,700813,701640,703793,705443,707963,711083,715114,716684,716278,716562,720729,729152,737896,746345,752081,756500,760750,767287,776832,787036,795689,801044,802779,802644,803960,808400,816255,829210,846799,866768,883761,893984,895024,886370,871456,855226,844022,837852,833927,831101
